value_1,value_2,value_3,value_4,value_5,value_6,value_7,value_8,value_9,value_10,value_11,value_12,value_13,value_14,value_15,value_16,value_17,value_18,value_19,value_20,value_21,value_22,value_23,value_24,value_25,value_26,value_27,value_28,value_29,value_30,value_31,value_32,value_33,value_34,value_35,value_36,value_37,value_38,value_39,value_40,value_41,value_42,value_43,value_44,value_45,value_46,value_47,value_48,value_49,value_50,value_51,value_52,value_53,value_54,value_55,value_56,value_57,value_58,value_59,value_60,value_61,value_62,value_63,value_64,value_65,value_66,value_67,value_68,value_69,value_70,label
1,4,19,37,45,29,40,43,41,32,12,7,17,34,20,17,3,22,39,47,31,40,42,42,47,47,46,48,31,31,31,11,15,17,14,19,34,19,6,21,5,7,1,13,1,13,27,13,3,1,8,17,14,23,26,34,51,57,74,93,85,87,97,80,76,92,74,89,91,75,0
27,38,24,29,30,21,24,32,43,38,43,28,8,13,6,6,12,9,20,39,45,27,30,24,37,48,48,28,40,30,12,22,11,12,6,24,10,17,36,16,1,17,11,3,10,2,16,26,45,63,52,67,76,64,48,34,49,29,35,26,21,8,25,17,10,30,49,61,75,91,0
73,58,63,62,81,78,60,66,78,76,71,65,79,61,70,72,68,63,51,52,64,47,61,74,78,66,79,94,78,64,63,67,65,73,61,77,77,79,66,78,77,78,73,91,77,73,76,74,59,50,65,70,56,55,61,69,58,69,69,67,69,49,46,46,50,69,80,85,74,73,1
87,74,68,77,61,48,42,57,64,72,73,67,70,56,56,74,54,47,48,34,42,53,51,54,69,80,87,74,55,69,51,50,69,65,60,53,60,57,74,68,88,71,78,63,46,61,55,48,47,67,76,70,60,76,96,78,80,63,56,39,22,17,17,20,7,26,6,8,12,28,1
32,44,37,36,56,52,72,68,83,78,69,70,79,77,69,69,54,44,31,45,42,42,39,46,46,61,65,60,78,93,80,76,80,68,50,44,29,16,31,50,57,64,67,51,53,61,81,75,55,58,40,48,33,16,4,5,19,2,19,25,30,50,68,82,64,71,71,56,70,73,1
47,51,57,63,54,56,52,38,41,27,35,42,44,33,28,41,45,26,10,14,31,50,35,42,30,15,17,35,26,23,36,16,15,18,22,19,1,14,20,36,53,57,52,51,68,80,66,68,58,70,89,82,66,86,73,69,66,72,82,65,46,30,26,44,55,63,58,38,29,27,0
21,21,10,8,4,9,21,28,37,39,42,31,48,46,58,62,62,61,56,37,52,68,58,44,43,63,49,39,59,65,77,64,51,31,42,52,34,34,18,38,31,34,45,40,32,35,23,18,25,19,30,22,22,39,33,13,16,29,31,29,43,49,62,48,39,58,47,48,60,51,0
54,58,72,78,72,65,71,62,82,65,80,69,49,56,59,54,64,44,59,78,81,67,60,49,43,59,50,46,40,60,76,71,80,62,44,50,50,32,45,50,63,62,80,72,57,75,79,85,69,78,59,49,57,66,79,79,74,67,49,44,54,49,55,42,59,66,85,65,59,55,1
93,87,89,75,63,65,47,35,18,25,10,16,18,7,3,6,24,35,49,56,40,49,50,46,35,21,4,10,27,13,23,13,8,8,5,5,7,22,37,18,24,5,16,12,15,26,43,28,30,11,26,19,18,38,49,42,51,43,62,72,88,89,95,100,98,88,83,67,48,37,0
60,69,73,65,85,74,66,51,53,38,50,55,60,51,63,46,64,82,73,57,69,51,54,54,68,73,61,49,64,71,78,66,49,48,64,59,75,86,72,73,67,57,63,48,51,36,32,50,65,54,66,74,80,70,77,79,63,47,53,63,57,52,69,74,74,71,82,68,52,68,1
58,74,55,57,49,43,55,47,46,32,24,42,25,31,42,23,17,5,3,16,26,11,3,6,20,22,22,33,13,23,20,17,37,47,55,47,28,16,32,33,30,27,25,42,52,60,63,75,73,68,79,79,88,74,91,82,89,82,68,64,66,58,57,41,26,18,3,21,31,13,0
2,11,17,27,37,46,62,71,81,79,63,55,73,77,79,73,71,68,84,77,67,58,39,59,68,57,75,64,55,62,75,65,67,78,79,78,61,79,62,68,69,85,68,70,54,41,46,32,18,35,27,34,45,58,40,47,59,70,68,79,64,81,62,68,53,39,38,44,31,50,1
32,36,22,18,37,18,28,23,34,49,49,65,73,59,67,71,69,72,55,49,49,50,52,49,67,87,73,91,89,90,83,72,81,66,80,88,93,83,66,54,42,47,29,36,55,69,67,72,73,90,79,92,78,80,78,84,70,81,69,81,63,51,57,68,60,40,41,22,27,19,0
56,53,65,64,82,63,57,68,78,77,63,63,67,51,46,63,82,79,78,76,68,71,62,46,37,44,62,82,63,78,74,62,79,79,63,71,64,62,71,71,65,69,62,51,61,53,38,24,39,21,33,28,25,22,21,14,21,29,9,15,25,41,43,33,29,47,67,65,74,81,1
58,58,59,71,75,85,80,74,82,80,76,81,96,79,93,80,82,70,83,80,75,86,93,100,97,94,85,98,98,78,73,85,85,99,98,93,93,86,97,100,88,99,99,99,80,81,97,97,96,92,77,73,86,72,80,76,79,66,68,80,88,86,70,86,88,93,96,97,97,77,0
40,56,47,61,46,53,73,71,85,73,69,76,70,76,74,70,71,75,61,42,45,48,62,82,73,57,50,56,68,75,75,71,74,66,86,69,54,66,51,46,28,43,56,72,61,79,67,48,59,79,95,75,58,47,48,49,29,34,32,15,18,13,2,6,13,17,26,28,12,7,1
54,51,47,61,58,41,51,61,49,59,43,58,53,73,68,67,76,81,91,99,96,90,89,77,94,79,78,92,94,85,89,99,100,97,98,92,79,67,61,60,74,90,72,85,98,81,95,83,92,94,95,100,91,94,82,80,75,80,82,94,83,92,94,83,98,88,89,79,96,90,0
52,62,44,53,58,69,79,79,65,69,75,56,71,89,74,67,66,65,52,34,26,38,57,40,52,62,81,63,71,52,61,69,72,63,46,43,48,57,61,67,64,71,54,73,85,70,59,53,64,65,73,53,64,48,65,83,77,63,47,49,57,57,42,47,59,58,41,39,27,38,1
27,22,30,30,35,32,12,29,10,14,15,24,28,16,15,6,11,13,12,27,13,28,19,35,16,26,25,29,29,9,28,45,37,46,35,36,44,28,15,11,26,24,22,31,46,34,20,18,9,6,6,13,22,18,15,9,6,23,19,32,43,59,41,36,17,3,9,19,14,14,0
81,65,45,56,64,63,44,41,56,63,68,70,67,68,62,66,67,55,44,63,82,64,60,71,64,77,78,59,78,68,71,66,52,41,59,65,61,49,52,69,54,50,59,67,83,79,71,72,60,74,79,71,67,71,76,69,70,67,73,59,78,61,70,65,57,47,59,72,85,68,1
46,35,24,41,38,45,52,51,54,39,59,70,55,45,54,36,23,35,33,22,20,9,7,14,2,22,21,26,9,7,22,41,43,38,42,30,20,25,35,41,56,49,51,46,45,27,12,29,12,1,18,8,16,20,16,31,42,55,63,54,37,50,35,23,7,14,16,1,20,35,0
1,8,12,2,5,23,13,11,8,18,23,38,53,64,52,67,75,92,82,97,97,80,93,83,64,64,69,58,48,28,33,26,26,45,27,27,11,10,18,16,35,16,11,7,4,6,8,8,28,42,31,14,29,21,17,19,10,27,17,15,4,19,24,44,52,35,19,28,12,32,0
7,15,9,14,24,39,36,41,59,53,54,58,62,82,86,90,76,95,98,89,92,90,91,84,86,85,84,70,83,73,60,77,67,71,81,97,86,98,84,99,91,96,95,89,84,98,98,99,81,100,95,76,94,74,62,82,91,91,88,89,80,85,76,86,67,83,78,80,94,79,0
23,27,35,25,30,18,15,17,33,31,47,64,67,73,81,81,88,98,78,81,99,97,86,82,94,84,83,67,85,65,80,95,93,93,93,87,72,79,75,58,75,70,89,79,82,90,100,93,94,97,77,75,86,79,63,49,69,68,64,47,31,13,29,46,55,72,73,62,65,55,0
71,60,42,47,51,65,55,63,47,33,45,63,57,63,83,63,77,68,55,47,45,65,73,75,75,57,76,61,76,64,82,79,63,59,50,66,70,67,51,38,48,60,75,66,55,53,65,81,77,79,79,77,75,73,66,61,45,63,66,72,92,78,79,63,67,64,52,64,45,56,1
8,28,41,21,1,3,10,11,16,22,14,15,24,17,29,41,58,55,70,81,65,76,68,61,67,76,67,75,79,70,73,61,50,32,41,57,41,46,45,45,48,66,74,62,82,75,75,73,67,64,80,62,71,63,81,77,76,80,80,77,58,46,44,48,66,82,62,70,51,45,1
61,78,91,71,59,74,57,56,52,41,60,52,69,64,82,94,100,84,79,73,68,53,61,80,76,95,81,94,86,91,96,86,90,73,54,74,81,61,46,65,80,60,54,34,32,36,29,30,32,18,34,24,19,38,26,9,13,23,26,9,8,27,38,55,68,81,91,74,75,73,0
60,73,66,48,56,46,61,55,74,75,71,59,59,50,57,68,83,63,53,72,71,68,56,49,54,42,46,53,61,72,71,58,49,62,81,77,61,50,52,34,25,44,62,58,60,78,59,79,97,79,69,64,67,77,61,74,76,64,61,80,68,73,78,59,78,78,79,98,78,74,1
66,74,73,54,44,30,16,6,6,19,9,29,42,60,66,73,63,81,63,50,52,59,52,58,73,79,71,64,44,56,63,83,63,52,71,65,53,65,64,78,69,78,58,49,66,85,67,53,35,33,21,14,22,13,31,50,62,54,57,66,61,77,92,78,74,73,61,60,67,55,1
7,15,30,38,30,49,67,75,80,95,77,75,56,49,44,59,78,98,93,88,89,89,96,92,89,86,97,99,84,92,77,89,97,92,88,71,81,82,88,88,87,100,91,86,71,66,52,45,27,39,54,72,80,98,81,99,86,87,81,64,61,63,80,63,46,43,23,34,34,51,0
60,61,47,57,53,39,37,44,33,39,31,12,22,21,5,6,3,1,3,3,22,37,23,31,25,15,18,4,24,14,6,26,23,17,3,17,33,46,55,53,41,60,70,76,80,66,52,51,66,64,45,58,54,57,45,25,32,26,26,20,23,4,14,9,2,2,18,17,8,2,0
84,96,87,71,73,68,88,94,82,75,83,76,86,72,92,83,71,64,62,75,64,59,75,77,93,96,77,78,61,73,74,84,75,87,86,74,76,88,86,98,82,82,93,81,79,80,77,92,94,98,81,76,81,73,84,66,81,97,95,88,88,99,96,99,94,78,65,73,57,50,0
26,45,31,40,26,8,1,4,5,1,15,13,8,5,9,1,4,3,2,8,23,11,2,14,14,4,6,11,3,8,3,14,13,32,45,43,60,55,36,55,51,64,59,76,57,38,43,35,45,58,76,58,45,47,40,46,54,72,90,70,66,86,95,95,87,87,85,83,87,88,0
26,11,23,9,29,28,18,6,20,27,36,31,43,37,48,48,62,81,61,66,81,87,83,77,78,83,71,83,73,71,71,52,42,25,12,15,9,8,10,10,1,5,16,14,34,22,35,31,45,62,76,93,91,85,90,87,100,99,97,100,96,81,98,82,73,66,55,64,54,45,0
10,2,5,21,26,38,46,57,66,71,79,77,97,80,65,67,68,70,68,59,76,72,85,73,71,62,71,79,62,77,80,80,70,64,76,63,43,63,63,50,43,29,48,57,49,63,58,65,71,90,78,60,77,69,55,60,70,66,65,57,77,69,66,53,73,86,67,59,63,74,1
27,33,46,58,47,35,22,15,1,10,4,18,30,50,55,48,56,44,60,61,64,78,93,98,92,100,86,100,91,80,93,97,88,73,56,37,55,48,31,45,37,45,58,63,81,86,69,62,52,34,36,23,28,21,5,22,15,12,31,13,30,29,11,1,13,18,11,26,12,26,0
38,30,42,29,46,64,54,68,67,47,44,61,69,79,83,63,48,44,32,12,15,17,1,19,6,20,18,5,14,31,28,25,43,28,42,59,41,49,67,85,100,88,88,71,87,67,61,60,49,48,64,64,63,73,92,77,69,58,65,59,66,74,89,69,71,86,90,75,71,58,0
80,85,96,100,85,76,89,88,100,84,76,62,77,83,94,93,75,67,64,62,50,40,32,23,28,36,32,18,19,6,11,10,8,8,8,8,16,14,30,44,63,44,61,44,50,43,27,25,25,45,59,70,50,70,60,49,45,63,80,94,77,65,72,77,82,73,88,94,91,81,0
42,44,46,60,74,79,61,81,61,44,39,42,31,50,67,71,74,62,45,54,50,49,64,57,59,54,73,74,77,68,76,77,75,62,75,61,80,67,75,68,82,70,74,58,57,43,60,77,61,59,44,61,49,69,84,71,71,55,75,67,63,59,73,68,83,68,52,36,29,19,1
88,72,63,75,64,54,68,50,65,83,69,58,49,52,39,36,30,34,44,50,55,69,66,69,63,83,70,57,58,43,45,30,21,27,8,9,5,21,3,16,24,32,38,28,47,28,29,41,43,60,77,70,51,40,30,29,40,57,58,47,65,78,69,49,64,81,61,68,68,63,1
33,32,47,44,48,65,69,86,80,76,91,99,79,90,77,69,65,65,58,62,65,77,64,71,69,59,48,28,12,16,20,20,28,12,16,3,23,36,43,23,29,42,52,63,49,66,79,62,60,61,69,82,95,87,69,69,86,86,82,90,70,88,93,79,67,64,44,34,35,46,0
22,24,7,15,1,20,33,53,68,69,61,47,34,41,29,33,28,17,11,31,22,32,25,36,32,46,26,34,17,23,30,25,16,21,17,13,32,48,42,33,27,40,25,21,20,9,27,11,23,35,52,45,41,39,51,31,23,29,14,6,1,14,23,12,19,19,28,30,13,20,0
39,28,33,24,39,57,51,31,47,51,61,75,79,98,80,80,71,74,77,62,56,61,63,81,73,71,64,68,53,57,67,53,49,43,60,74,71,90,75,59,57,38,37,48,64,67,80,79,80,80,74,75,63,67,75,85,80,80,69,69,53,39,31,13,7,3,8,18,9,28,1
60,79,60,75,76,76,61,70,60,62,82,80,70,80,64,76,71,64,79,80,62,56,73,65,81,62,70,68,65,67,48,64,77,73,75,65,52,61,75,91,76,78,72,58,72,59,57,64,46,45,60,76,85,68,57,63,59,62,65,66,60,48,63,58,47,27,14,7,15,12,1
96,77,73,77,73,76,67,47,67,48,56,41,56,61,75,66,85,80,73,64,55,68,62,42,57,59,41,55,37,57,38,29,44,64,64,77,77,70,70,78,90,78,61,78,75,78,67,80,64,48,67,84,74,64,65,47,45,29,12,30,41,25,41,49,37,24,29,42,23,12,1
41,31,38,46,48,67,79,93,78,70,55,38,53,56,54,72,82,80,70,70,53,69,63,70,68,76,66,54,40,45,53,67,57,47,60,45,52,60,79,76,56,47,55,61,62,82,73,56,71,67,54,61,73,74,59,49,52,71,62,82,66,71,75,68,60,44,61,73,55,71,1
78,70,56,68,77,80,76,65,73,57,70,82,73,61,77,58,70,52,48,66,72,64,55,72,90,78,79,73,72,63,43,44,62,55,40,37,56,75,79,87,78,58,43,42,27,40,21,40,39,34,46,46,40,54,71,74,71,81,65,80,80,66,60,59,52,49,60,74,80,66,1
39,44,26,14,16,28,34,32,51,71,70,81,66,68,54,57,66,48,42,41,24,18,30,36,49,31,19,12,6,2,9,4,14,29,27,24,38,42,40,44,45,65,70,69,87,68,66,54,66,61,45,39,49,45,55,42,61,81,74,69,72,65,69,79,69,53,71,89,70,63,1
6,10,11,1,5,2,11,14,24,16,6,2,19,25,45,47,39,46,38,24,20,9,14,30,50,67,76,88,92,94,93,99,79,78,85,72,73,87,97,88,91,85,95,79,80,76,83,65,63,80,86,82,93,77,77,93,91,92,82,62,71,76,91,96,100,89,92,98,88,85,0
9,27,34,53,71,51,41,44,53,50,70,72,81,80,67,68,77,67,61,71,61,81,74,74,65,62,79,78,80,66,68,54,65,80,65,74,94,77,78,74,69,71,80,76,65,56,60,65,47,56,72,77,79,70,78,76,73,60,68,82,67,53,49,60,63,64,80,71,79,74,1
10,2,15,7,20,8,15,26,13,30,29,39,47,56,66,49,57,66,67,78,69,78,62,43,28,42,31,26,27,20,40,35,53,33,28,27,38,19,22,6,2,17,32,22,27,37,31,22,27,17,22,29,30,30,19,38,42,60,53,67,55,72,88,71,65,73,62,74,60,56,0
89,90,94,81,95,80,63,77,82,92,92,95,97,86,72,77,84,65,58,44,40,34,35,46,51,53,58,61,62,68,68,84,71,64,45,31,37,24,7,27,16,10,16,3,23,4,1,11,16,20,21,30,34,30,49,51,49,49,35,20,2,3,9,28,18,22,10,20,2,18,0
85,89,89,74,61,66,55,68,60,55,63,74,71,79,76,59,61,57,73,83,81,95,98,89,97,80,86,87,76,79,64,66,74,84,85,67,83,98,83,79,60,61,46,49,52,47,62,75,61,81,82,82,78,78,84,100,100,88,89,82,89,94,84,88,71,62,44,30,47,48,0
97,86,69,88,96,85,77,72,82,99,79,69,74,57,70,87,74,92,91,86,80,63,78,84,99,80,78,97,90,85,85,85,89,85,82,88,71,81,79,75,88,84,83,78,62,75,93,79,67,60,55,58,45,50,46,51,33,19,5,20,38,57,41,45,33,26,16,18,21,6,0
10,8,25,11,6,23,41,39,32,44,51,50,69,49,54,43,54,65,64,79,88,100,93,94,90,84,71,78,78,66,61,68,48,64,48,39,28,25,19,2,20,16,9,29,24,15,14,33,37,39,25,37,23,23,13,18,11,21,19,27,18,2,6,7,14,25,43,37,40,40,0
55,41,44,50,31,12,23,18,12,8,26,15,15,25,8,26,28,44,27,7,1,7,3,16,15,18,21,8,25,36,21,40,39,47,31,45,43,61,52,64,78,95,90,83,70,87,97,87,70,89,94,78,79,75,74,65,61,67,69,53,60,76,85,93,86,73,79,64,50,55,0
81,70,64,67,48,54,41,29,42,43,61,45,62,76,65,66,70,64,65,56,63,59,41,57,49,54,74,74,86,72,69,65,71,73,64,71,51,51,62,70,82,79,79,63,74,68,50,65,69,78,61,73,56,66,56,74,77,75,60,76,85,73,79,79,75,78,64,76,77,70,1
54,69,87,78,78,61,72,73,57,64,70,59,47,53,36,45,56,63,66,72,61,77,69,63,76,57,71,62,81,69,53,71,56,58,60,75,72,69,61,63,47,38,47,37,41,45,62,81,75,59,43,57,69,52,72,69,68,69,59,61,81,68,68,56,38,43,44,59,39,45,1
79,69,61,42,55,50,36,41,57,63,56,66,74,62,65,74,90,76,68,49,29,11,26,35,47,53,59,63,74,94,79,71,67,65,80,73,70,61,69,88,73,73,74,77,79,70,72,52,63,67,64,84,75,62,57,48,47,58,74,54,73,55,58,61,52,40,21,8,23,10,1
39,36,25,10,3,5,9,3,15,8,10,11,25,40,22,41,47,49,59,72,55,46,62,60,56,61,63,67,52,51,35,43,57,72,86,77,82,84,67,54,60,67,54,47,67,52,72,73,77,64,82,92,75,72,86,82,95,82,81,90,79,94,93,78,89,90,87,99,93,84,0
79,76,80,67,77,77,58,59,46,48,59,46,29,38,36,38,35,43,45,57,54,66,52,59,39,57,70,88,86,96,88,91,75,77,75,55,67,79,90,96,80,100,91,79,69,81,79,92,78,88,69,67,84,95,84,71,76,85,75,95,94,93,81,68,62,75,78,90,78,98,0
66,79,80,64,52,51,51,47,38,45,42,24,8,28,21,26,24,44,40,58,41,55,58,78,70,82,76,70,80,87,76,62,74,60,44,49,44,31,32,45,64,71,86,72,91,97,87,94,100,81,69,54,34,16,10,5,12,23,35,23,15,28,14,26,21,40,45,63,74,89,0
5,24,44,41,45,52,55,57,37,30,28,45,57,73,58,71,73,79,72,73,90,83,84,72,62,53,57,38,26,40,51,44,52,50,65,49,45,58,59,49,58,66,60,75,93,89,96,97,78,63,46,48,58,38,30,15,34,50,45,56,50,33,24,13,2,16,35,54,50,37,0
60,42,28,20,37,41,43,55,39,50,59,69,61,45,47,27,16,27,14,3,19,2,17,31,20,16,20,3,3,2,21,36,47,44,57,74,56,38,44,25,7,17,19,19,5,5,14,27,42,61,75,75,59,62,80,83,75,92,84,64,82,71,52,47,63,58,60,65,60,66,0
54,52,67,54,74,65,58,59,71,53,61,50,69,85,73,68,58,51,57,64,70,72,60,52,64,70,67,50,70,66,85,67,55,53,57,49,53,67,68,53,68,82,65,58,57,47,44,46,65,56,53,62,49,46,50,54,61,56,64,80,66,56,74,94,74,70,75,67,74,69,1
1,15,23,41,37,50,70,78,66,58,43,28,27,9,17,12,16,1,17,3,15,32,43,26,23,21,35,54,47,59,52,65,48,51,59,57,42,54,73,71,51,35,41,36,21,40,32,46,44,35,30,19,25,24,34,17,23,4,24,25,41,28,14,14,3,18,16,19,18,16,0
89,69,66,68,60,48,34,40,45,61,81,78,62,52,54,48,29,17,27,32,35,39,51,64,78,72,74,59,43,35,16,17,27,43,58,66,80,60,73,61,81,67,65,46,30,30,25,26,18,27,36,46,30,39,41,23,6,17,17,10,27,45,45,50,69,84,79,80,66,63,1
91,94,84,79,86,76,75,87,73,62,80,80,62,46,63,43,58,49,59,79,84,97,89,75,70,73,88,72,52,52,41,28,27,41,50,47,54,60,69,85,99,97,97,86,69,51,40,30,37,56,39,57,39,52,52,56,38,34,30,32,28,28,22,19,23,19,13,15,19,12,0
19,38,45,65,56,51,42,59,61,61,81,80,80,76,60,58,60,52,40,33,28,38,39,54,59,60,69,54,73,70,81,69,50,57,65,62,69,64,74,59,76,71,52,66,77,79,70,82,72,52,50,41,58,62,71,66,83,74,57,64,70,63,53,62,59,47,48,60,75,63,1
69,71,51,51,55,48,51,63,48,52,69,80,65,80,65,85,76,73,55,55,39,32,52,41,43,56,46,50,41,40,27,29,41,47,63,82,74,69,50,36,36,56,60,46,48,52,44,41,30,29,49,32,28,48,61,81,75,74,78,60,54,41,56,38,57,74,85,77,71,80,1
33,17,24,31,43,40,44,60,68,60,55,47,46,28,45,63,56,47,59,55,52,43,48,55,47,63,54,37,36,25,14,28,19,22,22,16,16,2,18,15,15,23,20,29,41,49,65,61,66,54,54,73,53,41,47,40,55,65,79,88,85,81,77,84,87,94,87,72,89,87,0
53,60,69,81,77,65,76,76,68,49,35,46,58,63,64,79,77,78,71,70,75,69,55,68,85,68,64,80,71,52,58,64,59,76,86,72,69,66,71,72,78,79,70,50,57,76,94,74,76,70,65,49,36,31,16,28,34,49,46,39,36,49,66,68,73,68,78,72,79,66,1
70,73,85,68,78,70,59,70,55,50,63,69,50,38,57,62,78,78,63,73,55,63,73,84,70,53,47,46,65,60,80,79,67,77,79,74,65,82,64,54,47,54,51,46,36,42,58,60,78,83,70,60,55,49,61,49,51,70,50,34,46,32,39,47,53,41,58,74,59,70,1
95,89,83,81,73,84,94,87,91,89,91,89,85,80,91,89,89,81,70,57,38,42,48,51,54,53,64,77,85,78,81,95,95,93,80,67,52,42,34,40,43,50,32,17,2,1,16,27,47,47,27,24,19,38,35,28,33,18,11,2,3,8,9,10,21,22,13,30,15,27,0
46,47,66,47,67,60,77,59,74,92,77,79,79,63,53,58,76,92,87,81,100,83,87,81,94,78,60,58,42,59,57,44,44,31,14,20,36,21,19,6,23,26,10,29,12,26,24,21,6,14,31,11,6,5,2,11,5,16,23,29,35,51,54,60,70,79,82,62,81,92,0
74,77,84,79,71,69,67,72,91,91,85,86,80,67,55,72,58,40,27,29,30,29,11,22,39,56,54,62,58,49,40,33,30,32,42,34,14,19,26,29,12,29,42,37,21,17,16,25,35,35,19,14,30,35,38,53,67,67,51,58,55,49,63,59,39,49,68,61,52,36,0
80,81,73,71,78,78,83,79,65,70,73,69,62,45,40,39,51,68,65,72,69,60,76,75,59,74,64,84,95,75,76,77,69,53,63,58,67,72,70,58,56,40,29,41,45,32,37,48,50,41,58,69,80,85,66,75,93,75,59,58,54,56,68,87,78,85,69,70,51,71,0
38,18,24,43,44,26,19,2,16,33,18,25,38,28,44,64,50,51,69,58,58,43,23,36,29,44,50,38,23,33,29,44,44,50,70,77,72,86,100,92,90,98,98,78,80,65,76,77,59,73,68,72,68,86,78,85,75,64,82,85,88,100,96,100,91,74,88,73,68,75,0
54,40,55,35,51,65,85,67,81,89,77,93,100,89,83,87,78,95,81,67,50,60,78,67,69,74,76,84,71,69,77,62,70,73,62,55,40,23,17,37,55,62,43,35,16,32,16,3,2,14,29,46,31,44,31,12,26,22,25,35,30,30,47,52,48,31,14,19,38,42,0
86,92,91,72,84,84,87,86,69,85,97,78,79,88,72,92,84,86,78,66,59,55,69,66,57,77,72,81,73,70,61,74,86,71,68,50,35,50,51,37,46,27,38,32,33,50,37,24,42,57,56,72,59,52,51,65,69,66,66,82,92,77,76,83,98,85,90,82,65,78,0
58,65,56,76,61,44,56,40,28,46,43,54,64,77,96,80,96,97,83,75,58,46,33,18,33,18,17,37,29,30,28,35,39,26,37,27,44,41,47,64,80,95,83,96,90,98,90,96,94,77,69,55,35,55,55,50,58,61,59,65,45,51,44,34,36,35,40,37,52,61,0
14,34,41,40,39,47,33,32,38,26,24,37,56,72,67,87,69,59,70,71,62,77,58,58,75,69,64,49,68,87,74,72,59,58,52,40,43,62,50,62,60,46,43,50,65,55,59,70,74,65,64,60,80,95,79,77,71,69,58,65,76,74,64,84,71,70,54,47,55,68,1
50,67,58,59,72,64,67,58,44,62,82,64,54,65,75,71,52,64,66,64,50,35,45,39,28,17,19,1,12,11,12,19,28,17,14,15,27,9,25,31,45,64,84,64,56,69,58,52,45,56,48,58,78,61,81,69,62,49,65,65,69,77,80,70,79,74,77,87,76,73,1
10,19,30,31,15,9,11,4,10,1,2,9,23,28,25,20,23,38,43,24,8,4,15,35,36,23,23,10,26,10,21,27,44,28,28,15,22,19,4,4,5,15,27,27,10,11,19,19,27,46,53,37,41,23,28,17,24,32,18,23,29,17,3,13,6,6,21,19,25,43,0
98,81,63,81,66,46,66,57,75,55,54,69,86,68,67,54,44,24,33,53,46,45,54,45,36,54,35,37,27,19,18,19,27,17,30,10,13,8,22,21,14,14,16,19,39,47,64,52,37,42,57,56,76,80,67,86,92,92,82,80,72,56,61,47,39,42,45,58,76,59,0
84,79,78,84,85,91,83,67,63,76,77,86,68,54,48,34,16,29,14,27,7,17,34,21,25,19,38,28,16,27,19,12,11,23,37,39,39,46,32,24,34,48,44,47,48,37,32,48,33,24,4,18,16,34,50,56,40,38,28,44,34,21,16,31,21,1,15,17,25,30,0
98,79,62,52,52,69,56,55,61,61,75,84,75,64,55,56,69,74,66,56,63,74,61,67,62,76,69,84,68,78,77,80,65,48,37,32,42,42,56,70,54,61,60,40,36,26,21,8,27,27,37,56,60,66,54,66,52,34,26,35,55,66,82,63,76,58,50,55,51,54,1
52,47,63,46,43,63,79,69,61,46,58,73,73,83,80,76,64,58,66,49,52,42,45,36,46,29,48,47,32,16,14,15,17,15,25,18,28,38,44,64,79,74,88,80,80,79,66,65,76,61,54,67,82,73,86,81,95,85,77,83,92,72,87,98,91,86,85,91,71,82,0
49,58,66,81,64,69,53,56,52,39,55,43,43,47,44,54,67,73,69,69,72,61,49,57,50,58,77,96,78,58,71,69,59,56,50,68,86,66,54,60,54,56,68,69,62,52,45,49,36,31,45,40,52,33,46,58,50,39,42,43,57,72,67,53,66,78,90,78,76,56,1
77,66,55,48,48,53,61,45,53,67,77,57,74,63,83,70,64,80,66,64,75,55,49,55,58,64,72,79,80,60,64,67,80,96,78,61,59,57,71,70,54,65,84,78,68,68,57,68,71,77,63,70,52,67,71,65,75,78,70,72,65,78,59,48,65,84,67,71,73,65,1
83,95,89,81,83,91,77,70,79,60,52,71,78,88,79,71,53,61,70,61,61,42,37,48,55,43,39,37,23,38,57,37,52,70,50,53,42,32,49,50,60,40,60,50,35,31,24,35,34,17,22,30,46,38,32,46,50,32,23,16,32,15,29,39,50,53,43,52,50,65,0
78,58,39,22,30,44,61,78,76,93,75,66,59,62,67,56,76,61,78,74,64,58,74,80,66,83,76,63,79,59,59,45,55,55,69,75,74,69,78,66,56,55,53,58,69,58,59,68,70,73,71,82,75,69,70,73,62,75,55,49,49,61,71,80,74,67,87,79,72,60,1
74,78,58,73,70,64,76,77,80,60,50,55,60,45,57,50,53,70,90,86,79,77,64,66,47,29,21,5,18,1,5,21,19,38,51,32,31,41,33,26,43,34,26,29,48,58,51,60,66,81,66,51,45,48,40,26,26,43,60,53,35,49,40,40,39,45,29,19,6,5,0
46,37,34,52,60,80,62,47,60,59,71,85,68,59,69,65,73,73,79,60,72,63,44,34,47,27,30,15,26,19,38,49,45,62,71,70,78,72,87,78,72,77,63,74,77,68,72,68,84,70,54,65,59,72,80,72,67,79,59,66,54,64,84,65,64,55,41,54,51,36,1
68,78,97,78,78,69,76,76,75,74,79,64,77,59,67,59,75,57,59,66,81,72,57,59,47,67,69,70,77,74,81,80,65,76,57,44,28,38,24,14,26,33,53,57,72,61,57,53,38,54,50,49,41,30,46,58,75,57,68,51,62,73,61,81,62,51,32,21,39,50,1
60,76,76,71,83,64,71,54,53,54,52,61,75,59,42,36,39,51,40,54,70,81,76,68,64,48,35,40,31,48,66,70,84,68,60,77,86,78,72,70,87,98,80,79,78,70,75,71,80,63,50,38,39,30,28,40,23,4,7,3,8,9,20,21,21,32,12,22,3,9,0
